"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE"
"cg10902548",-0.26402238430061,0.635368592213938,-6.12130240711932,5.02224253142003e-07,4.59667327915992e-05,6.20379082835533,0.576696951258247,0.840719335558857,-0.26402238430061,"1",95417230,"F","II","LOC729970","Body","opensea","Body-opensea","","rs148758823;rs142410887","0;31"
"cg25179876",-0.322183622793075,0.550318970678037,-6.12051059491525,5.03439710714346e-07,4.60535992552791e-05,6.20145015648204,0.478722610057354,0.800906232850429,-0.322183622793075,"10",33483109,"F","II","NRP1","Body","opensea","Body-opensea","","rs538264346;rs549793118;rs189345985;rs538833766;rs376769228","1;15;22;39;45"
"cg07812959",0.298707560617325,0.57200459548356,6.12042196820615,5.03575939224678e-07,4.60611869514126e-05,6.2011881663609,0.638384053398521,0.339676492781197,0.298707560617325,"10",31217715,"R","II","ZNF438","Body","opensea","Body-opensea","","rs537013348","2"
"cg17839166",-0.20189344899909,0.706909312933262,-6.11899757140337,5.05770469332864e-07,4.6188609184693e-05,6.19697746324507,0.662044102044575,0.863937551043665,-0.20189344899909,"5",53751272,"R","I","HSPB3","TSS200","opensea","TSS200-opensea","","rs12517619;rs4865832;rs4865833","32;10;7"
"cg06246651",-0.24607977613432,0.678104097533664,-6.11866087791785,5.06290605249254e-07,4.62214610156723e-05,6.19598214440364,0.623419702837148,0.869499478971468,-0.24607977613432,"2",239187798,"F","II","PER2","5'UTR","opensea","5'UTR-opensea","","rs535239048","0"
"cg23209370",-0.239283613751803,0.354451217984816,-6.11832038494519,5.06817156820194e-07,4.62548775641602e-05,6.19497559022953,0.301277081595527,0.54056069534733,-0.239283613751803,"17",54945623,"F","II","DGKE","3'UTR","opensea","3'UTR-opensea","","rs1992553","47"
"cg13335775",-0.26536673818046,0.411859635715902,-6.11798854403076,5.07330857441395e-07,4.62675679933467e-05,6.19399460964967,0.352889249453578,0.618255987634038,-0.26536673818046,"12",98151686,"R","II","LOC643711","TSS1500","opensea","TSS1500-opensea","","rs555673527;rs568483199;rs535441248","14;11;2"
"cg14518761",-0.234507291663995,0.589467679216757,-6.11783800005284,5.07564076765649e-07,4.62839543444402e-05,6.19354957387351,0.537354947735869,0.771862239399864,-0.234507291663995,"19",42771843,"F","II","CIC","TSS1500","shore","TSS1500-shore","chr19:42772332-42773525","rs193144569","3"
"cg13192318",0.31794321281579,0.475677883266112,6.11739222918989,5.08255286217926e-07,4.63167857247121e-05,6.19223178898218,0.54633193055851,0.228388717742719,0.317943212815791,"17",38713263,"F","II","CCR7","Body","opensea","Body-opensea","","",""
"cg01684256",-0.218568868529668,0.611568372929204,-6.11729490492899,5.08406322217176e-07,4.63167857247121e-05,6.19194407885376,0.562997513255944,0.781566381785612,-0.218568868529668,"20",61977221,"F","II","CHRNA4","3'UTR","shore","3'UTR-shore","chr20:61978015-61978294","rs56164905","1"
"cg19507256",-0.206188738632521,0.673263013638095,-6.11723266882473,5.08502929070525e-07,4.6320705277332e-05,6.19176009623936,0.627443293941979,0.8336320325745,-0.206188738632521,"7",149552478,"F","II","ZNF862","Body","opensea","Body-opensea","","rs192095091","36"
"cg09115639",-0.314148534727987,0.583656233264384,-6.11712898369081,5.08663916676791e-07,4.63280792504365e-05,6.19145358158512,0.513845447769276,0.827993982497262,-0.314148534727987,"8",13124523,"F","II","DLC1","Body","opensea","Body-opensea","","rs192187568;rs573534709","0;45"
"cg07174315",0.294090279830952,0.389879631876021,6.11701014679551,5.0884849271684e-07,4.63375351422054e-05,6.19110227480299,0.455233027394011,0.161142747563059,0.294090279830952,"13",52518382,"F","II","ATP7B","Body","opensea","Body-opensea","","rs200324179;rs74085882;rs187343742","1;5;37"
"cg04497709",-0.276743503331475,0.549577489187327,-6.11677804424616,5.09209185519666e-07,4.63557316522161e-05,6.19041612978222,0.488078932891444,0.764822436222919,-0.276743503331474,"9",138478049,"R","II","LINC01502","Body","opensea","Body-opensea","","rs182631027;rs143792795;rs145814881;rs148944495","50;14;13;2"
"cg16176495",-0.274360880098713,0.56497405773699,-6.11600612528069,5.1041061281503e-07,4.64308766513478e-05,6.18813415987619,0.50400497327061,0.778365853369323,-0.274360880098713,"2",193016788,"F","II","TMEFF2","Body","opensea","Body-opensea","","rs76761929;rs548095607","1;50"
"cg01646665",-0.249983091409065,0.310795039260298,-6.1152685346341,5.11561269272907e-07,4.65061861608238e-05,6.1859536558212,0.255243241169395,0.50522633257846,-0.249983091409065,"1",156251436,"R","II","TMEM79","TSS1500","opensea","TSS1500-opensea","","rs3001791","13"
"cg12567582",0.370052765137151,0.523161787034197,6.11444826703961,5.12843961715599e-07,4.66080916955884e-05,6.18352871889176,0.605395734842453,0.235342969705302,0.370052765137151,"9",108463232,"F","II","TMEM38B","Body","opensea","Body-opensea","","rs531535308","11"
"cg23924282",-0.254139705790084,0.52048002335467,-6.11389470565654,5.13711416657827e-07,4.6667302807117e-05,6.18189222772005,0.464004533179096,0.71814423896918,-0.254139705790084,"8",6699175,"R","II","GS1-24F4.2","Body","opensea","Body-opensea","","rs568926340","33"
"cg16808912",0.29652273767697,0.475281454891996,6.11196557271374,5.16745978591229e-07,4.68447213481465e-05,6.17618906946982,0.541175396597989,0.244652658921019,0.29652273767697,"3",99603495,"F","II","MIR548G","Body","opensea","Body-opensea","","rs189063263;rs140424517","0;18"
"cg00433188",-0.202005590165932,0.493644255454184,-6.11154391801799,5.17411641782882e-07,4.68999446708064e-05,6.17494250343048,0.448754124306199,0.650759714472131,-0.202005590165932,"6",43545251,"F","II","XPO5","TSS1500","shore","TSS1500-shore","chr6:43543124-43544076","rs540179212;rs115636432;rs576840355","0;18;38"
"cg26137129",-0.227530183526511,0.693167286060258,-6.11123187027446,5.17904823406608e-07,4.69348056474491e-05,6.17401997240771,0.642605023054367,0.870135206580878,-0.227530183526511,"17",50018666,"F","II","CA10","Body","opensea","Body-opensea","","rs551416973;rs111915345;rs546382467;rs187165468","1;34;35;39"
"cg14819242",-0.237752867056123,0.705511978699837,-6.11104907616437,5.18193942867858e-07,4.69511628776025e-05,6.17347956263036,0.65267800824292,0.890430875299043,-0.237752867056123,"5",125782749,"R","II","GRAMD3","Body","opensea","Body-opensea","","rs141771053","1"
"cg15571769",-0.246577970960003,0.485507313129635,-6.11095771025256,5.18338514059258e-07,4.6958441374202e-05,6.17320944944568,0.430712208471856,0.677290179431859,-0.246577970960003,"12",121289475,"F","II","SPPL3","Body","opensea","Body-opensea","","rs575106571;rs185550152","25;38"
"cg12179658",-0.231869792864444,0.61203799484056,-6.1103782106963,5.19256417859771e-07,4.70129365858363e-05,6.17149621758269,0.560511374204017,0.792381167068461,-0.231869792864444,"3",11178652,"R","II","HRH1","TSS200","opensea","TSS200-opensea","","",""
"cg16987451",0.200763458091614,0.438408376141098,6.11000508438956,5.19848298092779e-07,4.70517410594777e-05,6.17039310216694,0.483022477939235,0.282259019847621,0.200763458091614,"22",23575545,"R","II","BCR","Body","opensea","Body-opensea","","rs539798809;rs193052827","35;22"
"cg07548313",0.31782199495647,0.530973775651448,6.10971523533423,5.20308545165116e-07,4.70841130898341e-05,6.16953618587837,0.601600885641775,0.283778890685304,0.31782199495647,"1",158259926,"R","II","CD1C","Body","opensea","Body-opensea","","rs570796846;rs202155770;rs539975387","44;43;14"
"cg17634995",-0.309934465887968,0.540416185132417,-6.10897701002007,5.21482610614067e-07,4.71606219766201e-05,6.16735366881214,0.471541859379535,0.781476325267503,-0.309934465887968,"2",64362666,"F","II","PELI1","5'UTR","opensea","5'UTR-opensea","","rs531714301;rs190580650;rs181635370","0;7;17"
"cg24558407",-0.281958066380143,0.705263306379382,-6.10885911576598,5.21670354431438e-07,4.71722055035489e-05,6.1670051203352,0.642605958294905,0.924564024675048,-0.281958066380143,"8",101937075,"R","II","YWHAZ","Body","opensea","Body-opensea","","rs79100865;rs10505003;rs573436069","22;20;2"
"cg12868707",-0.260528781065765,0.560105264461892,-6.1076318720085,5.23628744691023e-07,4.73146489399049e-05,6.16337681138527,0.502209979780611,0.762738760846376,-0.260528781065765,"8",75261544,"R","II","GDAP1","TSS1500","shore","TSS1500-shore","chr8:75262521-75263044","",""
"cg08035555",-0.223858413836722,0.365338798341131,-6.10736423805118,5.24056804230882e-07,4.73391054629654e-05,6.16258555388832,0.315592484155193,0.539450897991914,-0.223858413836722,"19",3558417,"R","II","C19orf28","TSS1500","shore","TSS1500-shore","chr19:3556962-3558293","rs370900538","12"
"cg11434837",-0.24433980955287,0.543716219812975,-6.10735993653266,5.24063687039836e-07,4.73391054629654e-05,6.16257283646876,0.489418484356782,0.733758293909651,-0.24433980955287,"9",132631970,"F","II","USP20","Body","shore","Body-shore","chr9:132630324-132630823","rs139682247;rs200591527;rs188600149","0;4;40"
"cg09015547",-0.226225584330069,0.616484136854379,-6.10714265047603,5.24411481968678e-07,4.73601399402162e-05,6.16193043055074,0.566211784781031,0.7924373691111,-0.226225584330069,"9",90169281,"F","II","DAPK1","Body","opensea","Body-opensea","","rs147729812","46"
"cg15545086",-0.203052528617096,0.621741267600552,-6.10711178576981,5.24460903780704e-07,4.73601399402162e-05,6.16183917897947,0.576618483463419,0.779671012080515,-0.203052528617096,"15",75941226,"F","II","SNX33","TSS200","shore","TSS200-shore","chr15:75939504-75940831","rs73439281;rs546693378;rs187079357","0;25;38"
"cg00476653",0.322333311823228,0.554796060106091,6.10696771134961,5.24691663402505e-07,4.73611886284755e-05,6.16141322227602,0.626425684955697,0.304092373132469,0.322333311823228,"13",47169346,"R","II","LRCH1","Body","opensea","Body-opensea","","rs533918096;rs555383095;rs574389548","38;16;6"
"cg13075014",0.206326366056683,0.820015326826304,6.10630894709734,5.25748085073764e-07,4.74416851890789e-05,6.15946557498686,0.865865630394456,0.659539264337773,0.206326366056683,"6",66418221,"R","II","EYS","TSS1500","opensea","TSS1500-opensea","","",""
"cg24626659",-0.239971390160927,0.631334146660674,-6.10609646715199,5.26089281873911e-07,4.74576121407088e-05,6.15883737187088,0.578007171069357,0.817978561230283,-0.239971390160927,"10",134754286,"F","I","C10orf93","Body","shore","Body-shore","chr10:134755663-134756852","rs11596505;rs4242712","4;11"
"cg25225206",-0.303651361239516,0.603773478843105,-6.10604446012253,5.26172827757152e-07,4.74601961310428e-05,6.1586836113821,0.536295398567657,0.839946759807173,-0.303651361239516,"5",57786123,"R","II","GAPT","TSS1500","opensea","TSS1500-opensea","","rs77472749;rs10070522","31;15"
"cg02742747",-0.20131072677518,0.620086960782529,-6.10486516247467,5.28070870904869e-07,4.75821714783607e-05,6.15519695821032,0.575351243721378,0.776661970496558,-0.201310726775181,"2",125066470,"R","II","CNTNAP5","Body","opensea","Body-opensea","","rs543952185;rs376760178","41;1"
"cg14846463",-0.30224317994587,0.632329657281969,-6.10429015238244,5.28998822647772e-07,4.76405350785529e-05,6.15349689722049,0.565164506182886,0.867407686128757,-0.302243179945871,"3",13916642,"R","II","WNT7A","Body","shelf","Body-shelf","chr3:13919939-13922335","rs200415711;rs539106418","48;9"
"cg09907473",-0.200086168638222,0.678412040749398,-6.1035204317092,5.30243560836632e-07,4.77228037545237e-05,6.15122114471638,0.633948447718682,0.834034616356903,-0.200086168638221,"20",43093895,"F","II","C20orf62","1stExon","opensea","1stExon-opensea","","rs151093974","24"
"cg27664674",-0.306164152376209,0.576245597596035,-6.10270492752244,5.31565544266421e-07,4.78147540427186e-05,6.14881001032031,0.508209119290211,0.81437327166642,-0.306164152376209,"15",63654609,"F","II","CA12","Body","opensea","Body-opensea","","rs28396405;rs572834919","0;35"
"cg23921523",-0.227482768992058,0.69236049683408,-6.10242473570177,5.32020515920297e-07,4.78329326381233e-05,6.14798158572376,0.6418087703914,0.869291539383458,-0.227482768992058,"21",45876245,"R","II","LRRC3","5'UTR","island","5'UTR-island","chr21:45875391-45877326","rs78597300;rs75688403;rs534694655","51;48;43"
"cg20579990",0.324843250402389,0.535762258373817,6.10195496524062,5.32784199944477e-07,4.78774216021537e-05,6.14659264147305,0.607949647352125,0.283106396949736,0.324843250402389,"16",20834303,"R","II","LOC81691","Body","opensea","Body-opensea","","rs115199346;rs570155677","9;2"
"cg23160731",-0.250995645106093,0.491125988694885,-6.10191596756017,5.3284764610097e-07,4.78774216021537e-05,6.14647733891167,0.435349178671309,0.686344823777401,-0.250995645106093,"5",180669285,"F","II","SNORD96A","TSS1500","shore","TSS1500-shore","chr5:180670373-180670996","",""
"cg00601368",-0.251571815490453,0.649659013471135,-6.10090268190817,5.34498843103729e-07,4.79958530074279e-05,6.1434813908467,0.593754165584368,0.845325981074821,-0.251571815490452,"7",149318081,"R","II","ZNF767","Body","shelf","Body-shelf","chr7:149321187-149322234","rs562402268;rs142461446;rs547976840","44;13;4"
"cg04044484",-0.281059824389057,0.694886152485235,-6.1007184553624,5.34799600260645e-07,4.80178719608349e-05,6.14293669118283,0.632428413732111,0.913488238121168,-0.281059824389057,"17",687684,"R","II","RNMTL1","Body","shore","Body-shore","chr17:685150-685988","rs56126138;rs535902583;rs60009552","40;20;2"
"cg26430560",-0.209420173434957,0.610280204511934,-6.10058336733013,5.35020244775454e-07,4.80277062222282e-05,6.14253727795632,0.563742388193054,0.773162561628011,-0.209420173434957,"1",1905618,"F","II","KIAA1751","Body","opensea","Body-opensea","","rs201167784","50"
"cg01556314",-0.29336331631112,0.625373215559932,-6.10043092326192,5.35269347306739e-07,4.80400904888775e-05,6.14208654771399,0.560181367490794,0.853544683801914,-0.29336331631112,"9",117084629,"R","II","ORM1","TSS1500","opensea","TSS1500-opensea","","rs548694589;rs7036683;rs193069023","16;9;2"
"cg05398047",-0.236186360855732,0.744020363085218,-6.10037844133608,5.35355132779061e-07,4.80428018491626e-05,6.14193137464114,0.691534505117277,0.927720865973009,-0.236186360855732,"2",165953894,"R","II","SCN3A","Body","opensea","Body-opensea","","rs534313591;rs143550352","48;8"
"cg12009856",-0.214454668308808,0.64021581999511,-6.10027568527281,5.35523134895166e-07,4.80486321728109e-05,6.14162755602621,0.592559227037598,0.807013895346405,-0.214454668308808,"10",15131892,"R","II","ACBD7","TSS1500","shore","TSS1500-shore","chr10:15130386-15130913","",""
"cg01033346",-0.258097077997374,0.619914275560594,-6.10010617614395,5.35800391295086e-07,4.80582563991339e-05,6.14112636811946,0.562559369338955,0.82065644733633,-0.258097077997375,"2",162164188,"F","II","PSMD14","TSS1500","shore","TSS1500-shore","chr2:162164675-162165248","rs147755986;rs181111706;rs575013983","17;44;49"
"cg01870865",-0.292942150537134,0.49708239847977,-6.09956256020716,5.36690525095883e-07,4.81126943344953e-05,6.13951905251312,0.431984142804852,0.724926293341986,-0.292942150537134,"3",48507087,"R","II","TREX1","TSS200","opensea","TSS200-opensea","","rs182124981","2"
"cg00920892",0.309113441107348,0.460067881781007,6.09931142733536,5.37102239001979e-07,4.81296386587628e-05,6.13877652217353,0.52875975758264,0.219646316475292,0.309113441107348,"8",37732224,"R","II","RAB11FIP1","Body","opensea","Body-opensea","","rs201230734;rs141536416","27;1"
"cg05668853",-0.232315123146454,0.570123658745195,-6.09871644570156,5.38078933332757e-07,4.81895823234559e-05,6.13701731914322,0.518498075823761,0.750813198970215,-0.232315123146454,"17",27044169,"R","II","RAB34","Body","island","Body-island","chr17:27044168-27045049","",""
"cg07795964",-0.200566169204988,0.779485254903265,-6.09803734427173,5.3919589345139e-07,4.82364254886358e-05,6.13500938390304,0.734914995079934,0.935481164284922,-0.200566169204988,"4",2066320,"F","I","NAT8L","3'UTR","island","3'UTR-island","chr4:2065542-2066398","rs549765370;rs569932277;rs535523350;rs555718762","0;1;13;31"
"cg25692621",-0.201979649869679,0.729474757265129,-6.0975331813763,5.40026626189418e-07,4.82765933232121e-05,6.133518690271,0.684590390627423,0.886570040497101,-0.201979649869679,"7",95115163,"F","II","ASB4","TSS200","opensea","TSS200-opensea","","",""
"cg20860302",0.319988414966284,0.547911260997651,6.09658741788233,5.41588471526485e-07,4.83624457125597e-05,6.13072226595362,0.619019797656825,0.299031382690541,0.319988414966284,"3",45909788,"R","II","LZTFL1","5'UTR","opensea","5'UTR-opensea","","rs143468356;rs79980308","2;1"
"cg24691461",-0.230513348207279,0.453792633412552,-6.0959465482191,5.42649387567068e-07,4.8430925611455e-05,6.12882733442446,0.402567444922045,0.633080793129325,-0.230513348207279,"20",30598501,"F","II","C20orf160","Body","opensea","Body-opensea","","rs376443491;rs547702169;rs566448966;rs139652666","1;40;42;46"
"cg13105496",-0.270591499238699,0.553490011693183,-6.09521574552762,5.43861727225614e-07,4.84958493950011e-05,6.126666473683,0.493358567417916,0.763950066656616,-0.270591499238699,"11",73600155,"R","II","PAAF1","5'UTR","opensea","5'UTR-opensea","","rs558648323","19"
"cg19365643",-0.257207395559081,0.472997720514165,-6.09520370409096,5.43881725694863e-07,4.84958493950011e-05,6.12663086905281,0.415840521501036,0.673047917060116,-0.257207395559081,"11",62491908,"F","II","HNRNPUL2","ExonBnd","shelf","ExonBnd-shelf","chr11:62493994-62495127","rs200203108;rs114689672","0;45"
"cg07698075",-0.24356168273448,0.640436895903614,-6.09498168743115,5.44250584188376e-07,4.85181595712877e-05,6.12597440005615,0.586312077518174,0.829873760252654,-0.24356168273448,"16",31009227,"R","II","STX1B","Body","shore","Body-shore","chr16:31008832-31009036","",""
"cg12567780",-0.295467922224784,0.597481332814666,-6.09473816553413,5.44655460214485e-07,4.85247992445404e-05,6.12525434180226,0.531821794542492,0.827289716767276,-0.295467922224784,"4",114256662,"R","II","ANK2","Body","opensea","Body-opensea","","rs576199412;rs558084567;rs28403256","48;40;2"
"cg11060701",-0.210394322690737,0.37019551974724,-6.09453184700047,5.44998718994258e-07,4.85403732345034e-05,6.12464428709387,0.323441225815965,0.533835548506702,-0.210394322690737,"1",224832344,"R","II","CNIH3","Body","opensea","Body-opensea","","rs571271768","1"
"cg25656007",-0.270597806917346,0.54261499886215,-6.09441889729136,5.45186729015402e-07,4.85471148418859e-05,6.12431031028214,0.482482152880518,0.753079959797864,-0.270597806917346,"9",135818057,"F","II","TSC1","5'UTR","shore","5'UTR-shore","chr9:135819526-135820529","rs532091645","32"
"cg23773289",-0.280943026983832,0.665941931383621,-6.09435753490785,5.45288896830597e-07,4.85512114005107e-05,6.12412886997315,0.603510147609436,0.884453174593268,-0.280943026983832,"3",32537278,"R","II","CMTM6","Body","opensea","Body-opensea","","rs535766089;rs554394896","51;2"
"cg13581000",-0.309215742998122,0.309668239445254,-6.09390255004331,5.46047042227289e-07,4.85836869499851e-05,6.12278353767944,0.240953629890116,0.550169372888238,-0.309215742998122,"1",116917447,"R","II","ATP1A1","Body","shore","Body-shore","chr1:116915291-116916813","",""
"cg01905321",-0.202556116267427,0.607206298505598,-6.09377589808798,5.46258271694017e-07,4.85924781949208e-05,6.12240904294871,0.562193828223947,0.764749944491374,-0.202556116267427,"3",121312383,"F","II","FBXO40","5'UTR","opensea","5'UTR-opensea","","rs552803089;rs569514101;rs114538772","10;24;40"
"cg21335583",-0.309289237997134,0.58561798825522,-6.0934797894854,5.46752440116976e-07,4.86164261364083e-05,6.12153348336768,0.516887046478079,0.826176284475213,-0.309289237997134,"21",45968442,"F","II","TSPEAR","Body","opensea","Body-opensea","","rs145045367","50"
"cg15755028",-0.2343225563091,0.401627548527981,-6.09306876577639,5.47439131276366e-07,4.8657466179103e-05,6.12031812878146,0.349555869348181,0.583878425657281,-0.2343225563091,"11",64074198,"F","II","ESRRA","5'UTR","shore","5'UTR-shore","chr11:64072064-64073914","rs537981467","39"
"cg04895001",-0.306248245844622,0.470075528655148,-6.09300649917114,5.47543234630391e-07,4.86617158289293e-05,6.12013401246019,0.402020362911898,0.708268608756521,-0.306248245844623,"11",6805701,"R","II","OR2AG1","TSS1500","opensea","TSS1500-opensea","","rs192742507;rs554263146;rs142393543","43;2;1"
"cg02913946",-0.294782400969926,0.624159682389876,-6.09269386086835,5.48066234085367e-07,4.86981832783267e-05,6.11920956964325,0.558652482174337,0.853434883144263,-0.294782400969926,"11",46926130,"F","II","LRP4","Body","opensea","Body-opensea","","rs561419612;rs530449295","14;20"
"cg10248128",-0.203308702152116,0.756930904808662,-6.09258869929157,5.48242267120192e-07,4.87077068273951e-05,6.11889861588351,0.711751193219303,0.91505989537142,-0.203308702152116,"2",29291558,"F","II","C2orf71","Body","opensea","Body-opensea","","rs9808367","21"
"cg13986930",-0.224950981685171,0.349143857861006,-6.09246436236868,5.48450471536187e-07,4.8711890112949e-05,6.1185309618731,0.299154750819857,0.524105732505028,-0.224950981685171,"16",65210659,"F","II","LOC101927650","TSS200","opensea","TSS200-opensea","","",""
"cg06446221",-0.298666564681179,0.561201109621494,-6.0919568129753,5.4930119557123e-07,4.87628062570013e-05,6.11703017577794,0.494830761914565,0.793497326595745,-0.298666564681179,"9",97357491,"R","II","FBP2","TSS1500","opensea","TSS1500-opensea","","rs578119767;rs181886735","6;1"
"cg00734053",-0.213810438026591,0.50371080075109,-6.09186659095324,5.49452558919963e-07,4.87646818800012e-05,6.11676339516766,0.456197370078514,0.670007808105105,-0.213810438026591,"2",197792853,"R","II","PGAP1","TSS1500","shore","TSS1500-shore","chr2:197791747-197792007","rs149941912;rs144999700","6;1"
"cg17371203",-0.26810482250923,0.643130291685212,-6.09143182583278,5.50182541139999e-07,4.88159807666151e-05,6.11547782000921,0.583551442238717,0.851656264747946,-0.26810482250923,"19",4548585,"R","II","SEMA6B","Body","shelf","Body-shelf","chr19:4552444-4552674","rs10421954;rs116128666;rs577917141;rs74481747;rs574383936","51;41;29;28;2"
"cg12576477",-0.288554885901376,0.627856990379421,-6.09134252451695,5.50332600879251e-07,4.88242838825619e-05,6.11521376056563,0.563733682401338,0.852288568302714,-0.288554885901376,"21",46830158,"R","II","COL18A1-AS2","TSS200","shelf","TSS200-shelf","chr21:46824531-46826234","rs537015851;rs555755445","51;18"
"cg05270442",0.278465404011953,0.657707310604089,6.09111763624677,5.50710679602612e-07,4.88429592451177e-05,6.11454877642175,0.719588511495634,0.44112310748368,0.278465404011953,"2",121015605,"R","II","RALB","5'UTR","opensea","5'UTR-opensea","","",""
"cg09201469",-0.264768816509811,0.626690057341346,-6.09069646901384,5.51419440892445e-07,4.88892587570156e-05,6.11330340075082,0.567852542561388,0.832621359071199,-0.264768816509811,"3",51424941,"F","II","MANF","Body","shore","Body-shore","chr3:51421986-51423031","rs556245395;rs577676744;rs545003165","0;16;19"
"cg18569661",-0.209073982265262,0.586535222118231,-6.09058129633066,5.51613418595824e-07,4.88977692288615e-05,6.11296283860147,0.540074337170395,0.749148319435657,-0.209073982265262,"12",678853,"F","II","NINJ2","Body","shore","Body-shore","chr12:678959-679299","rs548700223","15"
"cg21477969",-0.228806052130346,0.678401928250958,-6.09052733909696,5.51704318737727e-07,4.89003829488664e-05,6.11280328856293,0.627556138888659,0.856362191019005,-0.228806052130346,"12",7171355,"F","II","C1S","Body","opensea","Body-opensea","","rs200670252","0"
"cg06800829",-0.269241000583742,0.535710709233754,-6.09034018110991,5.52019734739287e-07,4.89003829488664e-05,6.11224986697875,0.4758793757707,0.745120376354442,-0.269241000583742,"7",101580127,"R","II","CUX1","Body","opensea","Body-opensea","","rs549270946","1"
"cg27134767",-0.215343433991904,0.58834975703677,-6.09022270091258,5.52217815712721e-07,4.89003829488664e-05,6.11190248041704,0.540495660594125,0.755839094586029,-0.215343433991905,"16",89713339,"F","I","CHMP1A","Body","shore","Body-shore","chr16:89713911-89714850","rs544519337","0"
"cg12855979",-0.206295784966438,0.694490149777891,-6.09017781700728,5.52293512384586e-07,4.89003829488664e-05,6.11176975951826,0.648646642007571,0.854942426974009,-0.206295784966438,"16",56829049,"F","II","NUP93","Body","opensea","Body-opensea","","rs576042693;rs543368980","2;40"
"cg19913465",-0.252090098721176,0.611477145948287,-6.09016109913941,5.52321709717596e-07,4.89003829488664e-05,6.1117203250701,0.555457124010248,0.807547222731424,-0.252090098721176,"19",7767075,"R","II","FCER2","TSS200","opensea","TSS200-opensea","","rs543972514;rs535678633;rs67718817","3;2;1"
"cg24187797",-0.216416204014277,0.652398510427338,-6.09010076748931,5.52423480620297e-07,4.89043847002464e-05,6.11154192535271,0.604306020646388,0.820722224660665,-0.216416204014277,"5",177571022,"R","II","RMND5B","Body","opensea","Body-opensea","","rs142121381","43"
"cg09694764",-0.286246382180708,0.54344504560137,-6.09003867485621,5.52528241702299e-07,4.89086503165492e-05,6.11135831833185,0.479834738450102,0.76608112063081,-0.286246382180708,"14",59408465,"R","II","LINC01500","Body","opensea","Body-opensea","","rs569158918;rs539777389","44;39"
"cg25811375",-0.245128902906501,0.614014801655554,-6.08993332023525,5.52706038906469e-07,4.89193794030224e-05,6.11104678599268,0.559541712120776,0.804670615027276,-0.2451289029065,"1",32041315,"F","II","TINAGL1","TSS1500","opensea","TSS1500-opensea","","rs571335228;rs145957505;rs368977720","0;1;7"
"cg03163246",0.280648349932907,0.742148213709571,6.08859021914195,5.54977704071202e-07,4.90499420538485e-05,6.10707522545719,0.804514513694662,0.523866163761754,0.280648349932908,"4",74921023,"F","II","PPBPL2","Body","opensea","Body-opensea","","rs139470446;rs577990959;rs538959168;rs16850399;rs185464786;rs144298248;rs554764350;rs116634382","1;14;16;29;30;34;47;49"
"cg19202924",-0.22605003888589,0.614018125862561,-6.08804082496223,5.55909624658488e-07,4.90973610124667e-05,6.10545064820496,0.563784783887919,0.789834822773809,-0.22605003888589,"1",37416402,"F","II","GRIK3","Body","opensea","Body-opensea","","rs192776127;rs183904977","1;51"
"cg22307471",-0.289108898838882,0.628505188009891,-6.08784582364886,5.5624077694173e-07,4.91199984970508e-05,6.1048740207012,0.564258766045695,0.853367664884577,-0.289108898838882,"11",21166228,"F","II","NELL1","Body","opensea","Body-opensea","","rs1614468;rs557568490;rs574239969;rs536997027","1;26;35;41"
"cg20945676",-0.24832264775365,0.697818012234479,-6.08782298054425,5.5627958217689e-07,4.91199984970508e-05,6.10480647256271,0.642635201622557,0.890957849376206,-0.24832264775365,"12",96437089,"F","II","LTA4H","1stExon","opensea","1stExon-opensea","","rs149318749","10"
"cg24258104",-0.237619487610775,0.497413100998634,-6.08768889021405,5.56507425914764e-07,4.91268573374624e-05,6.10440996083836,0.444608770418462,0.682228258029237,-0.237619487610775,"16",81657338,"F","II","CMIP","Body","opensea","Body-opensea","","rs190107512;rs548427751","1;40"
"cg27246453",0.269192107333717,0.568283243898654,6.08767693452379,5.56527745343102e-07,4.91268573374624e-05,6.10437460724821,0.628103712195035,0.358911604861318,0.269192107333717,"6",32783881,"F","II","HLA-DOB","Body","opensea","Body-opensea","","rs2621326","15"
"cg20348189",-0.260146084435635,0.52933809716832,-6.08757827931165,5.56695444346097e-07,4.91364103923598e-05,6.10408287856916,0.471527856182624,0.731673940618259,-0.260146084435636,"2",36595352,"F","II","CRIM1","Body","opensea","Body-opensea","","rs139606637;rs190145046","12;21"
"cg24034419",-0.235867548661944,0.685954917824889,-6.08736433241514,5.57059296111597e-07,4.91399022301501e-05,6.103450225365,0.633539907011124,0.869407455673068,-0.235867548661944,"1",23182590,"F","II","EPHB2","Body","opensea","Body-opensea","","rs549880167;rs568168970","1;27"
"cg13042004",-0.25217799268535,0.653804530906364,-6.08692239953808,5.57811631230735e-07,4.91749122581592e-05,6.10214340060711,0.597764976976286,0.849942969661637,-0.25217799268535,"7",15436104,"F","II","AGMO","Body","opensea","Body-opensea","","rs559118106;rs78841094;rs553574506;rs575028876;rs181120575;rs554104382;rs138397343;rs543040387;rs143078556;rs113137691;rs150263994;rs559499863;rs529904670;rs548516736;rs10269015;rs66518669","7;8;9;13;16;17;26;27;30;33;37;40;41;44;48;50"
